,COD Ciudad,Renta neta media por persona 2020,COD,CIUDAD
3674,2807920069 Madrid sección 20069,12832,2807920069, Madrid sección 
3675,2807920070 Madrid sección 20070,14169,2807920070, Madrid sección 
3676,2807920071 Madrid sección 20071,15257,2807920071, Madrid sección 
3677,2807920072 Madrid sección 20072,15580,2807920072, Madrid sección 
3678,2807920073 Madrid sección 20073,9223,2807920073, Madrid sección 
3679,2807920074 Madrid sección 20074,11087,2807920074, Madrid sección 
3680,2807920075 Madrid sección 20075,10491,2807920075, Madrid sección 
3681,2807920076 Madrid sección 20076,10859,2807920076, Madrid sección 
3682,2807920077 Madrid sección 20077,14672,2807920077, Madrid sección 
3683,2807920078 Madrid sección 20078,12238,2807920078, Madrid sección 
3684,2807920079 Madrid sección 20079,10016,2807920079, Madrid sección 
3685,2807920080 Madrid sección 20080,11183,2807920080, Madrid sección 
3686,2807920082 Madrid sección 20082,11710,2807920082, Madrid sección 
